provider.name,dataProvider.name,collection.id,collection.title,count
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
Recollection_Wisconsin,Central Wisconsin Digitization Project,,,1
